time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
0.7797122001647949,2,188,2566,4899,4744,4213,1388,2340,1805,1355,846
2.8348138332366943,3,8323,65535,30420,56286,65535,11598,65535,65535,54390,23882
4.9157795906066895,4,44,82,2136,91,638,153,272,290,214,99
7.0009472370147705,1,165,1363,4082,4398,2898,745,1492,1618,1206,715
9.086596965789795,2,185,2569,4958,4802,4210,1404,2339,1808,1354,845
11.16921615600586,3,8303,65535,30336,56213,65535,11499,65535,65535,54352,23882
13.246750593185425,4,40,83,3330,2439,633,157,271,289,214,100
15.330952405929565,1,167,1363,3796,4400,2898,746,1491,1619,1203,718
17.417011976242065,2,188,2573,5049,4870,4209,1426,2345,1809,1356,847
19.494908571243286,3,8306,65535,30342,56230,65535,11505,65535,65535,54351,23890
21.576841592788696,4,41,87,3305,1011,630,159,270,291,215,101
23.68245768547058,1,164,1365,4165,4416,2893,759,1492,1617,1206,714
25.74709987640381,2,187,2569,4969,4819,4208,1411,2338,1810,1351,848
27.825692892074585,3,8311,65535,30403,56234,65535,11581,65535,65535,54349,23864
29.906983137130737,4,42,81,3362,2961,629,155,271,290,214,101
32.01134490966797,1,161,1370,4064,4416,2895,751,1492,1616,1204,714
34.07684588432312,2,186,2571,4339,2599,4208,1432,2341,1806,1353,846
36.144922494888306,3,8299,65535,30320,56175,65535,11493,65535,65535,54311,23868
38.227073669433594,4,41,84,3431,3475,629,160,271,290,214,103
40.310579776763916,1,164,1360,4134,4380,2892,742,1490,1617,1203,714
42.39679217338562,2,187,2566,4885,4730,4206,1376,2336,1809,1354,847
44.47671675682068,3,8293,65535,30260,56175,65535,11405,65535,65535,54334,23894
46.57407021522522,4,43,87,2209,3273,630,155,270,288,215,100
48.64101195335388,1,164,1366,4071,4398,2898,735,1491,1619,1205,714
50.748908042907715,2,187,2565,5030,4871,4209,1417,2338,1806,1353,844
52.80482459068298,3,8309,65535,30352,56193,65535,11527,65535,65535,54317,23877
54.887256383895874,4,42,89,592,3405,627,153,270,289,211,104
56.9737012386322,1,162,1361,4049,1522,2890,735,1492,1616,1203,709
59.0570592880249,2,182,2561,4894,4727,4205,1378,2334,1808,1355,846
61.13583493232727,3,8294,65535,30303,56178,65535,11449,65535,65535,54354,23866
63.24094843864441,4,41,85,3355,2078,624,157,265,284,211,98
65.30052900314331,1,163,1368,4115,4302,2895,733,1493,1617,1202,714
67.38676476478577,2,187,2568,4847,4711,4202,1372,2336,1806,1353,846
69.50126791000366,3,8287,65535,30295,56117,65535,11441,65535,65535,54343,23860
71.54686713218689,4,40,83,3332,3422,619,158,267,284,211,100
73.63109350204468,1,164,1365,4168,4414,2893,747,1493,1617,1202,715
75.7162504196167,2,188,2559,4997,4806,4209,1405,2335,1805,1355,845
77.79581713676453,3,8322,65535,30393,56193,65535,11557,65535,65535,54355,23845
79.87694644927979,4,38,85,3335,3405,620,150,267,288,211,101
81.96109294891357,1,162,1359,4086,4380,2891,746,1491,1614,1203,715
84.05675506591797,2,187,2567,4974,4832,4203,1413,2333,1806,1353,845
86.12577176094055,3,8311,65535,30329,56152,65535,11475,65535,65535,54316,23867
88.20645070075989,4,43,85,3336,3368,621,151,269,287,213,98
90.29076504707336,1,162,1365,4205,4428,2892,753,1491,1615,1203,712
92.40249252319336,2,185,2559,4798,4818,4205,1402,2335,1804,1351,843
94.45477676391602,3,8305,65535,30333,56165,65535,11524,65535,65535,54278,23866
96.53637433052063,4,40,81,3395,3509,620,145,267,286,213,100
98.63883256912231,1,161,1363,3889,3536,2891,736,1491,1615,1204,714
100.70592856407166,2,186,2567,5012,4852,4204,1422,2335,1806,1351,843
102.8070809841156,3,8314,65535,30380,56197,65535,11554,65535,65535,54310,23843
104.86783337593079,4,39,87,3335,3367,620,143,267,287,212,102
106.95064616203308,1,165,1366,1714,4417,2896,751,1491,1616,1200,713
109.06655740737915,2,184,2562,4031,4712,4205,1380,2333,1807,1351,845
111.11563301086426,3,8317,65535,30366,56200,65535,11525,65535,65535,54319,23886
113.1964738368988,4,43,83,3382,920,619,146,267,286,210,100
115.28028440475464,1,163,1367,4151,2091,2891,750,1493,1617,1202,710
117.36966156959534,2,188,2561,4962,4795,4204,1387,2334,1802,1351,842
119.44477796554565,3,8316,65535,30350,56191,65535,11492,65535,65535,54317,23888
121.57337880134583,4,40,83,3088,3408,620,155,267,286,214,100
123.61046600341797,1,164,1363,4116,4363,2890,730,1491,1614,1206,713
125.6956205368042,2,188,2565,4960,4782,4204,1399,2333,1808,1351,847
127.77545928955078,3,8288,65535,30255,56109,65535,11376,65535,65535,54332,23879
129.85572695732117,4,39,86,3447,3473,618,144,267,285,210,100
131.94031167030334,1,166,1360,1957,4368,2895,737,1491,1613,1204,714
134.02806448936462,2,183,2563,4823,4661,4203,1346,2335,1808,1353,845
136.1038715839386,3,8326,65535,30382,56201,65535,11539,65535,65535,54330,23847
138.1859209537506,4,39,86,3278,3205,618,150,266,287,211,98
140.2710587978363,1,169,1361,938,4417,2891,750,1492,1614,1200,712
142.35612964630127,2,183,2560,4847,4782,4201,1386,2333,1805,1352,844
144.43338131904602,3,8315,65535,30343,56160,65535,11472,65535,65535,54332,23861
146.53805327415466,4,45,87,301,3457,619,144,267,283,211,102
148.60028266906738,1,159,1359,4155,4397,2890,752,1490,1616,1203,711
150.68590903282166,2,185,2566,4918,1432,4203,1388,2335,1805,1349,842
152.76477026939392,3,8296,65535,30122,56132,65535,11486,65535,65535,54240,23857
154.84592509269714,4,36,89,3373,3406,617,144,267,286,213,100
156.95706009864807,1,163,1356,4154,4399,2891,748,1491,1614,1201,712
159.01485753059387,2,186,2566,5064,1236,4201,1422,2335,1801,1348,842
161.10364723205566,3,8295,65535,30287,56123,65535,11413,65535,65535,54330,23838
163.17573380470276,4,41,84,3350,3387,620,153,267,285,215,104
165.26349425315857,1,165,1360,4153,4385,2891,735,1490,1617,1205,715
167.34607100486755,2,185,2563,4872,4714,4197,1368,2331,1805,1349,846
169.42419385910034,3,8308,65535,30297,56123,65535,11425,65535,65535,54328,23848
171.50621700286865,4,41,88,3353,3388,617,142,266,285,213,105
173.58930325508118,1,159,1361,4115,4362,2889,735,1491,1616,1202,715
175.69893097877502,2,184,2555,4854,4800,4204,1411,2334,1801,1352,846
177.7532341480255,3,8297,65535,30307,56132,65535,11435,65535,65535,54346,23854
179.83524703979492,4,42,79,1762,3509,618,145,266,284,212,100
181.92039036750793,1,163,1368,1845,4428,2890,748,1491,1615,1198,715
184.00857782363892,2,184,2565,4888,4409,4198,1376,2329,1806,1352,841
186.08361649513245,3,8311,65535,30359,56168,65535,11505,65535,65535,54288,23873
188.19194722175598,4,44,87,3353,3387,615,144,268,285,210,102
190.25048112869263,1,163,1360,4098,4333,2890,726,1490,1615,1204,713
192.33591771125793,2,187,2557,4910,4323,4197,1382,2332,1800,1351,841
194.4320261478424,3,8312,65535,30375,56209,65535,11517,65535,65535,54281,23898
196.49514508247375,4,41,82,3438,3475,616,142,265,284,210,101
198.57997632026672,1,160,1363,3551,4450,2889,759,1492,1615,1204,713
200.66472697257996,2,189,2561,5046,4877,4196,1421,2334,1801,1353,846
202.75476717948914,3,8308,65535,30321,56128,65535,11451,65535,65535,54272,23841
204.8258295059204,4,43,87,3315,2103,613,154,265,286,212,97
206.90982055664062,1,166,1361,2492,4395,2893,740,1489,1613,1201,713
209.0171093940735,2,187,2562,4978,4815,4201,1403,2332,1802,1349,844
211.0733823776245,3,8312,65535,30388,56213,65535,11551,65535,65535,54282,23858
213.1547408103943,4,42,86,3184,3491,609,147,266,284,209,98
215.24024891853333,1,164,1364,2468,4324,2887,727,1490,1615,1202,711
217.33069252967834,2,186,2554,4910,4684,4191,1388,2333,1800,1349,845
219.4036271572113,3,8312,65535,30373,56161,65535,11530,65535,65535,54300,23832
221.48480367660522,4,42,87,3458,3205,597,160,262,279,208,97
223.57791256904602,1,164,1364,4166,2284,2888,743,1489,1614,1200,712
225.65582180023193,2,186,2559,4858,4741,4199,1367,2336,1800,1350,843
227.7338089942932,3,8302,65535,30299,56116,65535,11419,65535,65535,54305,23851
229.81574487686157,4,39,86,3272,3300,613,142,267,286,211,99
231.89953422546387,1,164,1363,4090,4381,2891,741,1493,1615,1206,712
234.01179361343384,2,187,2559,4976,4800,4198,1404,2334,1802,1350,843
236.06351375579834,3,8322,65535,30383,56169,65535,11529,65535,65535,54247,23872
238.19049215316772,4,46,82,1399,2765,619,154,267,287,211,97
240.22942781448364,1,162,1364,1815,3415,2889,760,1491,1614,1199,709
